,price,funding,cost,traded,hours_held,long_pnl,short_pnl,stops
AGLDUSDT,-68.34473106167458,-1.5825740319831476,2.3348120834068333,6114.31571491541,2520.0,-33.55475287657113,-34.78997818510352,0.0
AGTUSDT,-47.27901075216682,2.923379579467435,1.261893873449115,3162.586982203219,1296.0,97.10970750344197,-144.38871825560886,0.0
AI16ZUSDT,65.78158740275195,2.74582901110775,1.3793354972150433,3781.19897139262,3768.0,-7.090718871173292,72.87230627392522,0.0
AIAUSDT,296.6312123011401,8.896030352839032,0.9872344984876924,2570.5226353891026,1440.0,0.0,296.6312123011401,0.0
AIGENSYNUSDT,25.882664541825765,-3.5549392531916455,0.3781349561346328,949.9456441357647,648.0,0.0,25.882664541825765,0.0
AINUSDT,-139.04669041582963,2.737549581423848,0.8544024627814211,2071.7357937936968,648.0,-5.509519791187839,-133.53717062464187,0.0
AIOTUSDT,19.979506911733584,1.6054477716078641,1.2140329662613245,2996.1320739893595,1224.0,47.332881707985564,-27.353374796251902,0.0
AIOUSDT,-14.701620509469064,1.340483608964599,0.9658544027938919,2388.1886066281722,719.0,-1.228163169406752,-13.473457340062302,0.0
AIUSDT,-6.484152577654919,8.160543407715348,1.8633618504139544,4881.07689660333,3144.0,46.84651306780683,-53.33066564546168,0.0
AIXBTUSDT,-12.395766419882754,-2.217439699608344,2.307016319196963,6116.014280016877,3864.0,-73.25198503559963,60.85621861571668,0.0
AKEUSDT,30.956788240258476,1.6802461098514685,0.5170932672725198,1341.972777327192,623.0,18.675544361305576,12.281243878952894,0.0
AKROUSDT,-48.93996583354905,-0.13183746140020602,1.53903441828337,3886.131567288948,1944.0,-46.63610508577008,-2.303860747778759,0.0
AKTUSDT,-7.8595690761024795,-0.18705247739442962,0.11586332700237698,292.9686198049734,192.0,-1.1434471853437729,-6.716121890758705,0.0
ALABUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCHUSDT,80.92064335047844,2.486099895080235,2.0592018746814453,5323.6244839463325,2592.0,58.136421141153676,22.784222209324565,0.0
ALGOUSDT,111.65824258536482,3.30253896571124,9.917169973005345,26510.251012278706,18792.0,5.244354455724087,106.41388812964014,0.0
ALICEUSDT,-64.30059587846505,-0.44632746625722314,7.6113411533505735,19722.19165611086,10248.0,-102.60512234012252,38.30452646165764,0.0
ALLOUSDT,89.02639453189101,-1.8545099503703983,1.1331360744457906,3033.898488856991,1440.0,113.54829846939819,-24.521903937507158,0.0
ALLUSDT,1.4506541532452282,-0.03791615181974958,0.013343807516437056,37.69736029832746,48.0,0.0,1.4506541532452282,0.0
ALPACAUSDT,73.19107600399818,0.8206003219513683,0.8238397246766843,2105.208449816226,744.0,0.0,73.19107600399818,0.0
ALPHAUSDT,16.494868638752532,-3.9121688604287455,7.045185021341036,18265.6166786237,10200.0,-48.30082493598125,64.79569357473399,0.0
ALPINEUSDT,-9.199625846622997,-1.0949652809795114,0.5469005481337664,1435.278756225164,384.0,2.4651353239521634,-11.664761170575158,0.0
ALTUSDT,-85.33168219569906,10.93108619724797,2.338801134148898,6245.491858835696,4608.0,-65.04155506338371,-20.2901271323155,0.0
AMATUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBUSDT,18.50714628315754,4.490784427943457,2.6978847944326048,7001.429824736805,3576.0,-4.373711406334308,22.880857689491872,0.0
AMDUSDT,3.4853205124760094,0.24168278716560146,0.898816837892308,2312.443210738122,936.0,0.9901446888777643,2.4951758235982213,0.0
AMZNUSDT,-0.8691370220015762,0.14736246640589848,0.33046538097061007,768.0575660405083,288.0,-2.180713790384295,1.3115767683827186,0.0
ANCUSDT,30.455283465643188,-0.06633915299804831,0.26064471830430774,706.508576842716,744.0,0.0,30.455283465643188,0.0
ANIMEUSDT,92.8249594236281,-12.181564218328486,1.2835007159068186,3387.841402182667,1992.0,-26.529471631151097,119.35443105477917,0.0
ANKRUSDT,54.2233183910891,-0.32324905300802276,6.977693821121209,18254.517713898025,11184.0,62.23318617328552,-8.009867782196125,0.0
ANTHROPICUSDT,12.605063695312044,-0.039052700874865676,0.12327999476763307,298.0963063760916,96.0,12.605063695312044,0.0,0.0
ANTUSDT,-20.58453382958577,1.432896255195144,5.081336556235027,12878.483398298655,9528.0,22.432866112548115,-43.01739994213435,0.0
APEUSDT,106.08395919989151,-0.19600758230568133,8.762644114543177,24503.10158139278,15624.0,-6.50467888183501,112.58863808172664,0.0
API3USDT,24.03804954724278,-5.7034992007658,7.446869295931049,19237.41612314745,10392.0,-70.82640161672774,94.8644511639703,0.0
APPUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
